Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-WI,,,STD54848,21968,STD,TRUE,10/1/1997,,,2/10/2014 0:00,,,RUSK COUNTY HEALTH DEPART,,311 MINER AVENUE EAST,,LADYSMITH,WI,54848,
STD-WI,,,STD53212,23514,STD,TRUE,1/1/2008,,,3/6/2014 0:00,,,STD SPECIALTIES CLINIC,,3251 N. HOLTON ST.,,MILWAUKEE,WI,53212,2126
1H25PS004336-01,,,STD54981,23553,STD,TRUE,7/1/2014,,,,,,WAUPACA COUNTY DEPARTMENT,HEALTHY CONNECTIONS,811 HARDING STREET,,WAUPACA,WI,54981,
STD-WI,,,STD54022,24519,STD,TRUE,4/1/2012,,,2/12/2014 0:00,,,Pierce County Reproductive Health,,1234 South Wasson Lane,Suite A,River Falls,WI,54022,
STD-WI,,,STD542356,38518,STD,TRUE,1/1/2014,,,2/10/2014 0:00,,,"COMMUNITY CLINIC OF DOOR COUNTY, INC.",,1623 RHODE ISLAND ST,,STURGEON BAY,WI,54235,
STD-WI,,,STD537042,39555,STD,TRUE,1/1/2014,,,2/21/2014 0:00,,,Public Health - Madison and Dane County,,2705 E. Washington,,Madison,WI,53704,
STD-WI,,,STD547291,39560,STD,TRUE,1/1/2014,,,3/14/2014 0:00,,,County of Chippewa,Department of Public Health,711 N Bridge St Room 121,,Chippewa Falls,WI,54729,
STD-WI,,,STD54234,40062,STD,TRUE,4/1/2014,,,,,,"Community Clinic of Door County,Inc.",,Country Walk Shops,,Sister Bay,WI,54234,
1H25PS004336-01,,,STD53533,42117,STD,TRUE,7/1/2014,,,,,,SWCAP Neighborhood Health Partners,Dodgeville Satellite Clinic,101 East Fountain St,,Dodgeville,WI,53533,
1H25PS004336-01,,,STD535661,42123,STD,TRUE,7/1/2014,,,,,,SWCAP Neighborhood Health Partners,Monroe Satellite Clinic,N3150 Hwy 81,,Monroe,WI,53566,
1H25PS004336-01,,,STD53530,42134,STD,TRUE,7/1/2014,,,,,,SWCAP Neighborhood Health Partners,Darlington Satellite Clinic,435 Main St,,Darlington,WI,53530,
1H25PS004336-01,,,STD53910,42374,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Adams County,139 Main St,FPHS - Suite G,Adams,WI,53910,
1H25PS004336-01,,,STD53143,42554,STD,TRUE,7/1/2014,,,,,,Kenosha County Division of Health,,8600 Sheridan Rd,Suite 600,Kenosha,WI,53143,6515
1H25PS004336-01,,,STD53948,42622,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Juneau County,522 State Rd 82E,Suite F,Mauston,WI,53948,
1H25PS004336-01,,,STD54409,42623,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Langlade County,2215 Progress Blvd,Suite A,Antigo,WI,54409,
1H25PS004336-01,,,STD54487,42624,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Lincoln County,318 N. 7th St.,,Tomahawk,WI,54487,
1H25PS004336-01,,,STD54481,42625,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Portage County,200 Division Street,Suite K,Stevens Point,WI,54481,
1H25PS004336-01,,,STD53965,42626,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Sauk County,1425 Wisconsin Dells Parkway,,Lake Delton,WI,53965,
NA,,,STD54451,42627,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Taylor County,153 South 2nd Street,Suite 100,Medford,WI,54451,
1H25PS004336-01,,,STD53216,42628,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Keenan Health Center,3200 N 36th St,,Milwaukee,WI,53216,
1H25PS004336-01,,,STD53204,42629,STD,TRUE,7/1/2014,,,,,,"Family Planning Health Services, Inc.",FPHS Southside Health Center,1639 South 23rd Street,Room 115 - Milwaukee Health Dept,Milwaukee,WI,53204,
