Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-OH,,,STD44004,36776,STD,TRUE,10/1/2013,,,2/12/2014 0:00,,,"Family Planning Association of Northeast Ohio, Inc.",Ashtabula County,510 West 44th Street,Suite 2,Ashtabula,OH,44004,
STD-OH,,,STD44035,36778,STD,TRUE,10/1/2013,,,3/3/2014 0:00,,,"Family Planning Services of Lorain County, Ohio",,602 Leona Street,,Elyria,OH,44035,
STD-OH,,,STD43215,38201,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Franklinton Health Center,1511 W. Broad Street,,Columbus,OH,43215,
STD-OH,,,STD44302,38202,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Akron Health Center,444 W. Exchange Street,,Akron,OH,44302,
STD-OH,,,STD44709,38203,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Canton Health Center,2663 Cleveland Avenue NW,,Canton,OH,44709,
STD-OH,,,STD44906,38204,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Mansfield Health Center,384 Park Avenue West,,Mansfield,OH,44906,
STD-OH,,,STD44507,38205,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Youngstown Health Center,77 East Midlothian Blvd,,Youngstown,OH,44507,
STD-OH,,,STD43604,38206,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Toledo Health Center,1301 Jefferson Avenue,,Toledo,OH,43604,
STD-OH,,,STD44410,38207,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Cortland Health Center,2668 Elm Road,Suite I- Building C,Cortland,OH,44410,
STD-OH,,,STD45701,38208,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Athens Health Center,1005 E. State Street,Suite W,Athens,OH,45701,
STD-OH,,,STD44013,38209,STD,TRUE,10/1/2013,,,3/6/2014 0:00,,,Planned Parenthood of Greater Ohio,Cleveland Health Center,7997 Euclid Avenue,,Cleveland,OH,44013,
STD-OH,,,STD44601,38309,STD,TRUE,10/1/2013,,,2/14/2014 0:00,,,Alliance City Health Department,Nursing Division,537 E Market St,,Alliance,OH,44601,
STD-OH,,,STD43105,38322,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Delaware Health Center,152 W Central Avenue,,Delaware,OH,43105,
STD-OH,,,STD43113,38323,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Circleville Health Center,133 Lewis Avenue,,Circleville,OH,43113,
STD-OH,,,STD44256,38326,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Medina Health Center,4018 Medina Road,Suite C,Medina,OH,44256,
STD-OH,,,STD44691,38328,STD,TRUE,10/1/2013,,,2/25/2014 0:00,,,Planned Parenthood of Greater Ohio,Wooster Health Center,334 E. Milltown Road,,Wooster,OH,44691,
