Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-CA,,,STD94560,2684,STD,TRUE,1/1/2002,,,3/12/2014 0:00,,,ALAMEDA CO DEPT OF HEALTH,NEWARK HEALTH CENTER,6066 CIVIC TERRACE AVENUE,,NEWARK,CA,94560,
STD-CA-LA,,,STD91601,3113,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,NORTH HOLLYWOOD HEALTH CENTER,5300 TUJUNGA AVENUE,,NORTH HOLLYWOOD,CA,91601,
STD-CA,,,STD93710,3425,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,FAMILY FIRST,6095 N. FIRST STREET,,FRESNO,CA,93710,
STD-CA,,,STD94544,3513,STD,TRUE,1/1/1998,,,3/12/2014 0:00,,,ALAMEDA CO DEPT OF HEALTH,HAYWARD COUNTY HEALTH CEN,224 W. WINTON,,HAYWARD,CA,94544,
STD-CA,,,STD94710,3650,STD,TRUE,1/1/2005,,,3/6/2014 0:00,,,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,PUBLIC HEALTH CLINIC,830 UNIVERSITY AVENUE,,BERKELEY,CA,94704,2636
STD-CA,,,STD92504,3825,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,RIVERSIDE NEIGHBORHOOD CLINIC,7140 INDIANA AVENUE,,RIVERSIDE,CA,92504,
STD-CA,,,STD92330,4130,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,LAKE ELSINORE HEALTH CENTER,30195 FRASER DRIVE,,LAKE ELSINORE,CA,92330,
STD-CA-LA,,,STD9060201,4458,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,WHITTIER HEALTH CENTER,7643 SOUTH PAINTER AVENUE,,WHITTIER,CA,90602,
STD-CA,,,STD936388,4515,STD,TRUE,12/1/1992,,,3/14/2014 0:00,,,MADERA COUNTY PUBLIC HESL,,14215 ROAD 28,,MADERA,CA,93638,
STD-CA,,,STD953404,4703,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,MERCED COUNTY HEALTH DEPT,,260 E. 15TH STREET,,MERCED,CA,95341,
STD-CA,,,STD92408,4763,STD,TRUE,1/1/2004,,,3/13/2014 0:00,,,PPOSBC-SAN BERNARDINO CLINIC,,1873 COMMERCECENTER WEST,,SAN BERNARDINO,CA,92408,
STD-CA,,,STD959651,4797,STD,TRUE,1/1/2000,,,2/21/2014 0:00,,,BUTTE DEPARTMENT OF PUBLIC,,202 Mira Loma Dr,,Oroville,CA,95965,
STD-CA,,,STD94590,4850,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,VALLEJO CENTER,990 BROADWAY,,VALLEJO,CA,94590,
STD-CA,,,STD95121,4966,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,EAST VALLEY COMMUNITY CLINIC,,2470 ALVIN AVENUE SUITE 80,,SAN JOSE,CA,95121,
STD-CA,,,STD95501,5555,STD,TRUE,1/1/2004,12,10/1/2014,3/6/2014 0:00,,,SIX RIVERS PLANNED PARENTHOOD,,3225 TIMBER FALL COURT,,EUREKA,CA,95503,
STD-CA-LA,,,STD90405,5616,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,SIMMS MANN HEALTH CENTER,2509 PICO BLVD,ROOM 325,SANTA MONICA,CA,90405,
STD-CA,,,STD95926,5628,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,CHICO CENTER,3100 COHASSET RD.,,CHICO,CA,95973,0962
STD-CA-LA,,,STD90038,5866,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,HOLLYWOOD-WILSHIRE HEALTH CENTER,5205 MELROSE AVE,,LOS ANGELES,CA,90038,
STD-CA,,,STD95660,5892,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,5700 WATT AVENUE,,NORTH HIGHLANDS,CA,95660,
STD-CA,,,STD908065,5924,STD,TRUE,1/1/1998,,,3/6/2014 0:00,,,LONG BEACH DEPT OF HEALTH,,2525 GRAND AVENUE,,LONG BEACH,CA,90815,
STD-CA,,,STD945333,6711,STD,TRUE,1/1/2001,,,3/6/2014 0:00,,,SOLANO COUNTY HEALTH DEPT,,275 Beck Ave.,MS 5-240,FAIRFIELD,CA,94533,
STD-CA,,,STD92706,6744,STD,TRUE,1/1/2003,,,2/21/2014 0:00,,,COUNTY OF ORANGE HEALTH CARE AGENCY,,1725 WEST 17TH STREET,,SANTA ANA,CA,92706,
STD-CA,,,STD960016,6925,STD,TRUE,1/1/2001,,,3/7/2014 0:00,,,SHASTA CO HEALTH DEPT,,2650 BRESLAUER WAY,,REDDING,CA,96001,
STD-CA-LA,,,STD90502,7062,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,TORRANCE HEALTH CENTER,711 DEL AMO BLVD,,TORRANCE,CA,90502,
STD-CA,,,STD946071,7114,STD,TRUE,1/1/1998,,,3/7/2014 0:00,,,ALAMEDA COUNTY PUBLIC HEALTH DEPARTMENT,,1000 BROADWAY,5TH FLOOR,OAKLAND,CA,94607,
STD-CA,,,STD945441,7596,STD,TRUE,1/1/1998,,,3/12/2014 0:00,,,ALAMEDA COUNTY DEPT OF HEALTH,WINTON WELLNESS CENTER,24100 AMADOR STREET,,HAYWARD,CA,94544,
STD-CA,,,STD960803,8589,STD,TRUE,1/1/1998,,,3/10/2014 0:00,,,TEHAMA CO HEALTH DEPT,Tehama County Health Services Agency,1860 WALNUT ST,,RED BLUFF,CA,96080,
STD-CA-SF,,,STD941021,8932,STD,TRUE,1/1/1998,,,2/26/2014 0:00,,,SAN FRANCISCO PUBLIC HEALTH DEPT,,101 GROVE STREET,,SAN FRANCISCO,CA,94102,
STD-CA-LA,,,STD90012,9123,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,CENTRAL HEALTH CENTER,241 N. FIGUEROA STREET,,LOS ANGELES,CA,90012,
STD-CA,,,STD959596,9694,STD,TRUE,1/1/1997,,,3/6/2014 0:00,,,NEVADA COUNTY PUBLIC HEALTH,,500 CROWN POINT CIRCLE STE 110,,GRASS VALLEY,CA,95945,
STD-CA,,,STD95060,9785,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,1119 PACIFIC AVENUE,,SANTA CRUZ,CA,95060,
STD-CA,,,STD944039,9828,STD,TRUE,1/1/1998,,,3/7/2014 0:00,,,SAN MATEO COUNTY HEALTH SERVICES AGENCY,,225 W 37TH AVENUE,,SAN MATEO,CA,94403,
STD-CA,,,STD92841,10053,STD,TRUE,1/1/2004,,,3/13/2014 0:00,,,PPOSBC-WESTMINSTER,,14372 BEACH BLVD,,WESTMINSTER,CA,92683,
STD-CA,,,STD958141,10082,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,1125 10TH STREET,,SACRAMENTO,CA,95814,
STD-CA,,,STD956951,10215,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,520 COTTONWOOD STREET,SUITE 10,WOODLAND,CA,95695,
STD-CA,,,STD92110,10218,STD,TRUE,1/1/1998,,,2/15/2014 0:00,,,SAN DIEGO COUNTY DOH SVCS,,3851 ROSECRANS STREET P511B,,SAN DIEGO,CA,92110,
STD-CA,,,STD956033,10230,STD,TRUE,1/1/1997,,,3/10/2014 0:00,,,PLACER COUNTY HEALTH DEPT,,11484 B AVENUE,,AUBURN,CA,95603,
STD-CA-LA,,,STD91016,10346,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,MONROVIA HEALTH CENTER,330 WEST MAPLE AVENUE,,MONROVIA,CA,91016,
STD-CA,,,STD925091,10727,STD,TRUE,10/1/2007,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,RUBIDOUX FAMILY CARE CENTER AKA DON SCHROEDER FAMILY CARE CENTER,5256 MISSION BLVD,,RIVERSIDE,CA,92509,
STD-CA,,,STD934062,11247,STD,TRUE,1/1/1998,,,2/10/2014 0:00,,,COUNTY OF SAN LUIS OBISPO PUBLIC HEALTH DEPARTMENT,,2191 JOHNSON AVENUE,,SAN LUIS OBISPO,CA,93401,
STD-CA,,,STD958142,11717,STD,TRUE,1/1/2005,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,201 29TH STREET,,SACRAMENTO,CA,95816,
STD-CA-LA,,,STD90002,11731,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,MARTIN LUTHER KING JR. CENTER FOR PUBLIC HEALTH,11833 S. WILMINGTON AVE,,LOS ANGELES,CA,90059,
STD-CA,,,STD95356,11891,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,1431 MCHENRY,SUITE 100,MODESTO,CA,95350,
STD-CA,,,STD959717,11943,STD,TRUE,1/1/1998,,,2/20/2014 0:00,,,PLUMAS COUNTY PUBLIC HEALTH AGENCY,,270 COUNTY HOSPITAL ROAD,SUITE 111,QUINCY,CA,95971,
STD-CA,,,STD95201,12215,STD,TRUE,4/1/2009,,,2/11/2014 0:00,,,SAN JOAQUIN COUNTY PUBLIC HEALTH  SERVICES,,1601 E HAZELTON AVE,,STOCKTON,CA,95201,
STD-CA-LA,,,STD91766,12289,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,POMONA HEALTH CENTER,750 SOUTH PARK AVENUE,,POMONA,CA,91766,
STD-CA,,,STD92509,12327,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,JURUPA HEALTH CENTER,9415 MISSION BLVD.,,RIVERSIDE,CA,92509,
STD-CA-LA,,,STD90301,12399,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,CURTIS TUCKER HEALTH CENTER,123 WEST MANCHESTER BLVD,,INGLEWOOD,CA,90301,
STD-CA,,,STD950237,12765,STD,TRUE,1/1/1998,,,2/21/2014 0:00,,,SAN BENITO CO HEALTH DEPT,,439 4TH STREET,,HOLLISTER,CA,95023,
STD-CA,,,STD925134,12797,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,,4065 CO CIRCLE DR.,,RIVERSIDE,CA,92513,
STD-CA,,,STD94520,12927,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,CONCORD CENTER,2185 PACHECO STREET,,CONCORD,CA,94520,
STD-CA,,,STD94806,13019,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,HILLTOP CENTER,2970 HILLTOP MALL ROAD,#307,RICHMOND,CA,94806,
1H25PS004317-01,,,STD953709,13098,STD,TRUE,7/1/2014,,,,,,TUOLUMNE CO HEALTH DEPT,,20111 CEDAR RD,,SONORA,CA,95370,
STD-CA,,,STD91786,13203,STD,TRUE,1/1/2004,,,3/12/2014 0:00,,,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES (PPOSBC),UPLAND CLINIC,"918 W. FOOTHILL BLVD , SUITE A",,UPLAND,CA,91786,
STD-CA,,,STD961014,13219,STD,TRUE,1/1/2001,,,3/14/2014 0:00,,,MODOC COUNTY HEALTH DEPT,,441 NORTH  MAIN,,ALTURAS,CA,96101,
STD-CA,,,STD92866,13274,STD,TRUE,1/1/2004,,,3/12/2014 0:00,,,PPOSBC-ORANGE CLINIC,,700 S. TUSTIN STREET,,ORANGE,CA,92866,
STD-CA,,,STD94040,13430,STD,TRUE,1/1/2005,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,225 SAN ANTONIO ROAD,,MOUNTAIN VIEW,CA,94040,
STD-CA,,,STD959913,13547,STD,TRUE,7/1/1995,,,3/12/2014 0:00,,,SUTTER COUNTY HEALTH DEPT,,1445 VETERANS MEMORIAL CIRCLE,,YUBA CITY,CA,95993,
STD-CA,,,STD953506,13614,STD,TRUE,1/1/1997,,,3/7/2014 0:00,,,STANISLAUS CO PUBLIC HEAL,HSA/PUBLIC HEALTH DEPARTMENT,820 SCENIC DRIVE,,MODESTO,CA,95350,
STD-CA,,,STD92262,14034,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,PALM SPRINGS HEALTH CENTER,3111 E. TAHQUITZ CANYON W,,PALM SPRINGS,CA,92262,
STD-CA,,,STD939061,14168,STD,TRUE,12/1/1992,,,3/7/2014 0:00,,,MONTEREY COUNTY HEALTH DEPT,,1270 NATIVIDAD ROAD,,SALINAS,CA,93906,
STD-CA,,,STD924154,14358,STD,TRUE,10/1/1994,,,3/7/2014 0:00,,,SAN BERNARDINO COUNTY PUB,,351 N MOUNTAIN VIEW AVE,ROOM 303,SAN BERNARDINO,CA,92415,
STD-CA,,,STD92201,14663,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,INDIO HEALTH CENTER,47-923 OASIS STREET,,INDIO,CA,92201,
STD-CA,,,STD93728,14975,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,650 N FULTON ST,,FRESNO,CA,93728,
STD-CA,,,STD93955,14989,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,625 HILBY AVENUE,,SEASIDE,CA,93955,
STD-CA,,,STD94901,14993,STD,TRUE,10/1/2010,,,2/15/2014 0:00,,,HHS HEALTH CLINIC,,3260 KERNER BOULEVARD,,SAN RAFAEL,CA,94901,
STD-CA,,,STD92627,15183,STD,TRUE,1/1/2004,,,3/12/2014 0:00,,,PPOSBC-COSTA MESA CLINIC,,601 W. 19TH STREET,,COSTA MESA,CA,92627,
STD-CA,,,STD95076,15758,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,398 S GREEN VALLEY ROAD,,WATSONVILLE,CA,95076,
STD-CA,,,STD95340,15817,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,3166 COLLINS DRIVE,,MERCED,CA,95348,
STD-CA,,,STD95820,16112,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,5385 FRANKLIN BLVD,SUITE A-D,SACRAMENTO,CA,95820,
STD-CA,,,STD952052,16210,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,678 NORTH WILSON WAY STE G,,STOCKTON,CA,95205,
STD-CA,,,STD94804,16402,STD,TRUE,4/1/2004,,,3/6/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,CENTRAL RICHMOND CENTER,340 MARINA WAY,,RICHMOND,CA,94801,
STD-CA,,,STD932304,16885,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,KINGS COUNTY HEALTH DEPT,,330 CAMPUS DRIVE,,HANFORD,CA,93230,
STD-CA,,,STD93901,16936,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,316 N. MAIN STREET,SUITE 200,SALINAS,CA,93901,2818
STD-CA,,,STD94509,17093,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,ANTIOCH CENTER,1104 BUCHANAN ROAD,#C10,ANTIOCH,CA,94509,4426
STD-CA,,,STD922435,17290,STD,TRUE,10/1/1994,,,3/6/2014 0:00,,,IMPERIAL COUNTY HEALTH DE,,935 BROADWAY,,EL CENTRO,CA,92243,
STD-CA,,,STD92220,17311,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,BANNING HEALTH CENTER,3055 W. RAMSEY,,BANNING,CA,92220,
STD-CA,,,STD947045,17828,STD,TRUE,1/1/2005,,,3/6/2014 0:00,,,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,BERKELEY HIGH SCHOOL HEALTH CENTER,"1980 ALLSTON WAY, H105",,BERKELEY,CA,94704,
STD-CA,,,STD95023,17916,STD,TRUE,1/1/2008,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,SAN BENITO HEALTH CENTER,390 SEVENTH STREET,,HOLLISTER,CA,95023,
STD-CA,,,STD95123,18316,STD,TRUE,1/1/2005,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,BLOSSOM HILL CLINIC,5440 THORNWOOD DRIVE SUITE G,,SAN JOSE,CA,95123,
STD-CA,,,STD932744,18340,STD,TRUE,1/1/1998,,,3/3/2014 0:00,,,TULARE CO HEALTH DEPT,,1062 SOUTH K STREET,,TULARE,CA,93274,
STD-CA,,,STD933050,18355,STD,TRUE,4/1/1996,,,3/10/2014 0:00,,,KERN COUNTY HEALTH DEPT,,1800 MT. VERNON AVENUE 3RD FLOOR,,BAKERSFIELD,CA,93306,
STD-CA,,,STD91720,18594,STD,TRUE,1/1/1998,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,CORONA HEALTH CENTER,505 S. BUENA VISTA,,CORONA,CA,91720,
STD-CA,,,STD911096,19087,STD,TRUE,7/1/1995,,,2/25/2014 0:00,,,PASADENA CITY HEALTH DEPT,,1845 N. FAIR OAKS,,PASADENA,CA,91103,
STD-CA,,,STD95336,19748,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,"965 E YOSEMITE AVENUE, SUITE 2",,MANTECA,CA,95336,
STD-CA-SF,,,STD94103,19813,STD,TRUE,1/1/2003,,,2/26/2014 0:00,,,SAN FRANCISCO CITY CLINIC,,356 7TH STREET,,SAN FRANCISCO,CA,94103,
STD-CA,,,STD94583,19945,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,SAN RAMON CENTER,200 Porter Drive,Suite 200,SAN RAMON,CA,94583,
STD-CA,,,STD95020,20471,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,760 RENZ LANE,,GILROY,CA,95020,
STD-CA,,,STD95207,20537,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,4555 PRECISSI LANE,,STOCKTON,CA,95207,
STD-CA-LA,,,STD91206,20676,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,GLENDALE HEALTH CENTER,501 NORTH GLENDALE AVENUE,,GLENDALE,CA,91206,
STD-CA,,,STD95127,21294,STD,TRUE,1/1/2004,,,2/18/2014 0:00,,,PLANNED PARENTHOOD MAR MONTE,,3131 ALUM ROCK AVENUE,,SAN JOSE,CA,95127,
STD-CA,,,STD92805,21529,STD,TRUE,1/1/2004,,,3/13/2014 0:00,,,PPOSBC-ANAHEIM CLINIC,,303 W. LINCOLN AVE #105,,ANAHEIM,CA,92805,
STD-CA,,,STD92591,21660,STD,TRUE,1/1/2000,,,3/11/2014 0:00,,,COMMUNITY HEALTH AGENCY - COUNTY OF RIVERSIDE,TEMECULA HEALTH CENTER,41002 COUNTY CENTER DRIVE,SUITE 310,TEMECULA,CA,92591,
STD-CA,,,STD927064,22121,STD,TRUE,1/1/2005,,,3/13/2014 0:00,,,PPOSBC - SANTA ANA CLINIC,,1421 EAST 17TH STREET,,SANTA ANA,CA,92705,
STD-CA,,,STD95688,22125,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,VACAVILLE CENTER,600 NUT TREE ROAD,SUITE 210,VACAVILLE,CA,95687,
STD-CA,,,STD94596,22241,STD,TRUE,4/1/2004,,,3/3/2014 0:00,,,PLANNED PARENTHOOD SHASTA-DIABLO,WALNUT CREEK CENTER,1357 OAKLAND BLVD,,WALNUT CREEK,CA,94596,
STD-CA-LA,,,STD90062,23463,STD,TRUE,10/31/2005,,,2/25/2014 0:00,,,LOS ANGELES COUNTY DEPARTMENT OF PUBLIC HEALTH,RUTH TEMPLE HEALTH CENTER,3834 SOUTH WESTERN AVENUE ROOM 134,,LOS ANGELES,CA,90062,
STD-CA-SF,,,STD94114,23970,STD,TRUE,10/1/2011,,,3/13/2014 0:00,,,Magnet Clinic,San Francisco AIDS Foundation,4122 18th Street,,San Francisco,CA,94114,
STD-CA,,,STD95135,24749,STD,TRUE,1/1/2012,,,3/3/2014 0:00,,,San Jose Evergreen Community College District,"San Jose City College, Student Health Services",2100 Moorpark Avenue,"Student Center, 109",San Jose,CA,95128,2799
STD-CA,,,STD920541,27367,STD,TRUE,7/1/2012,,,3/6/2014 0:00,,,San Diego County Public Health Services,No Coastal Public Health Center,104 S. Barnes St,,Oceanside,CA,92054,
STD-CA,,,STD92105,27368,STD,TRUE,7/1/2012,,,3/6/2014 0:00,,,San Diego County Public Health Services,Central Region Public Health Center,5202 University Ave,,San Diego,CA,92105,
STD-CA,,,STD919111,27369,STD,TRUE,7/1/2012,,,2/15/2014 0:00,,,San Diego County Public Health Services,South Region Public Health Center,690 Oxford St,,Chula Vista,CA,91911,
STD-CA-LA,,,STD90005,34468,STD,TRUE,7/1/2013,,,2/11/2014 0:00,,,APLA Health & Wellness,,3743 South La Brea Avenue,,Los Angeles,CA,90016,5309
STD-CA-LA,,,STD90010,34470,STD,TRUE,7/1/2013,,,3/4/2014 0:00,,,California Family Health Council,STD Prevention Programs,3600 Wilshire Blvd.,Suite 600,Los Angeles,CA,90010,2648
STD-CA,,,STD95685,40544,STD,TRUE,4/1/2014,,,,,,County of Amador,Amador County Public Health,10877 Conductor Blvd.,Suite 400,Sutter Creek,CA,95685,
1H25PS004317-01.,,,STD931031,43057,STD,TRUE,7/1/2014,,,,,,County of Santa Barbara,Casa Esperanza,816 Cacique Street,Building 1,Santa Barbara,CA,93103,3622
