Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-NY,,,STD127542,8091,STD,TRUE,1/1/1998,,,3/6/2014 0:00,,,SULLIVAN COUNTY PUBLIC HEALTH SERVICES,,50 COMMUNITY LANE,,LIBERTY,NY,12754,
STD-NY,,,STD147570,8345,STD,TRUE,1/1/1998,,,3/7/2014 0:00,,,CHAUTAUQUA COUNTY HEALTH DEPT,,"7 N ERIE STREET, 4TH FLOOR",,MAYVILLE,NY,14757,
STD-NY,,,STD132023,9246,STD,TRUE,1/1/1998,,,3/12/2014 0:00,,,ONONDAGA COUNTY HEALTH DEPARTMENT,,421 MONTGOMERY STREET,,SYRACUSE,NY,13202,
STD-NY,,,STD12508A,10522,STD,TRUE,7/1/2004,,,2/18/2014 0:00,,,HUDSON RIVER COMMUNITY HEALTH - BEACON,,6 HENRY STREET,,BEACON,NY,12508,3058
STD-NY,,,STD10566,10733,STD,TRUE,12/1/2002,,,2/18/2014 0:00,,,HUDSON RIVER COMMUNITY HEALTH,PEEKSKILL AREA CHC,1037 MAIN STREET,,PEEKSKILL,NY,10566,2913
STD-NY,,,STD128667,10839,STD,TRUE,7/1/2014,,,,,,SARATOGA COUNTY PUBLIC HEALTH,,31 WOODLAWN AVENUE,SUITE 1,SARATOGA SPRINGS,NY,12866,
STD-NY,,,STD139027,11332,STD,TRUE,10/1/1994,,,2/12/2014 0:00,,,BROOME COUNTY HEALTH DEPT,,225 FRONT STREET,,BINGHAMTON,NY,13905,
STD-NY,,,STD126012A,12391,STD,TRUE,7/1/2004,,,2/18/2014 0:00,,,HUDSON RIVER COMMUNITY HEALTH - POUGHKEEPSIE PARTNERSHIP,,29 NORTH HAMILTON STREET,,POUGHKEEPSIE,NY,12601,2541
STD-NY,,,STD14207,13300,STD,TRUE,1/1/2003,,,2/18/2014 0:00,,,NORTHWEST BUFFALO CHC,,155 LAWN AVENUE,ROOM 100,BUFFALO,NY,14207,
STD-NY,,,STD129324,13433,STD,TRUE,1/1/1998,,,3/10/2014 0:00,,,ESSEX COUNTY PUBLIC HEALTH DEPARTMENT,,132 WATER STREET,,ELIZABETHTOWN,NY,12932,0217
STD-NY,,,STD148132,13505,STD,TRUE,1/1/1998,,,2/19/2014 0:00,,,ALLEGANY COUNTY DEPARTMENT OF HEALTH,COUNTY OFFICE BLDG,7 COURT STREET,,BELMONT,NY,14813,1076
STD-NY,,,STD145697,13883,STD,TRUE,1/1/1998,,,3/13/2014 0:00,,,WYOMING COUNTY HEALTH DEPT,,5362 MUNGERS MILL RD.,,SILVER SPRINGS,NY,14550,
STD-NY,,,STD148913,14866,STD,TRUE,1/1/1998,,,2/10/2014 0:00,,,SCHUYLER COUNTY PUBLIC HEALTH DEPARTMENT,,106 S PERRY STREET,SUITE 4,WATKINS GLEN,NY,14891,
STD-NY,,,STD136018,14945,STD,TRUE,1/1/1998,,,2/24/2014 0:00,,,JEFFERSON CO PUBLIC HLTH SERVICE,,531 MEADE STREET,,WATERTOWN,NY,13601,
STD-NY,,,STD11003,14974,STD,TRUE,7/1/2004,,,2/10/2014 0:00,,,ELMONT COMMUNITY HEALTH CENTER,,161 HEMPSTEAD TURNPIKE,,ELMONT,NY,11003,
STD-NY,,,STD109246,15406,STD,TRUE,1/1/1998,,,2/10/2014 0:00,,,ORANGE COUNTY DEPT OF HEALTH,,124 MAIN STREET,,GOSHEN,NY,10924,2199
STD-NY,,,STD145277,15810,STD,TRUE,1/1/2001,,,2/10/2014 0:00,,,YATES COUNTY PUBLIC HEALTH,,417  LIBERTY STREET,SUITE 2120,PENN YAN,NY,14527,
STD-NY,,,STD124017,16967,STD,TRUE,1/1/1998,,,2/11/2014 0:00,,,ULSTER COUNTY HEALTH DEPARTMENT,,239 Golden Hill Lane,,KINGSTON,NY,12401,2740
STD-NY,,,STD115502,17245,STD,TRUE,7/1/2004,,,2/10/2014 0:00,,,HEMPSTEAD COMMUNITY HEALTH CENTER,,135 MAIN STREET,,HEMPSTEAD,NY,11550,
STD-NY,,,STD142128,17447,STD,TRUE,1/1/1998,,,2/13/2014 0:00,,,ERIE COUNTY HEALTH DEPARTMENT,STD CLINIC,608 WILLIAM STREET,,BUFFALO,NY,14206,
STD-NY,,,STD123027,18624,STD,TRUE,1/1/2000,,,3/14/2014 0:00,,,SCHENECTADY COUNTY PUBLIC HEALTH SERVICE,,107 NOTT TERRACE,SUITE 304,SCHENECTADY,NY,12308,
STD-NY,,,STD146926,18811,STD,TRUE,4/1/1995,,,2/28/2014 0:00,,,MONROE COUNTY HEALTH DEPT,,111 WESTFALL ROAD,ROOM 874,ROCHESTER,NY,14620,
STD-NY,,,STD14222,18886,STD,TRUE,1/1/2004,,,2/24/2014 0:00,,,WEIGEL HEALTH CENTER,BUFFALO STATE COLLEGE,1300 ELMWOOD AVENUE,,BUFFALO,NY,14222,
STD-NY,,,STD144892,19948,STD,TRUE,1/1/1998,,,2/10/2014 0:00,,,WAYNE COUNTY PUBLIC HEALTH SERVICE,,1519 NYE ROAD,SUITE 200,LYONS,NY,14489,9151
STD-NY,,,STD126015,20074,STD,TRUE,1/1/1998,,,3/12/2014 0:00,,,DUTCHESS COUNTY DEPARTMENT OF HEALTH,,85 CIVIC CENTER PLAZA,SUITE 106,POUGHKEEPSIE,NY,12601,
STD-NY,,,STD130455,20222,STD,TRUE,1/1/1998,,,2/13/2014 0:00,,,CORTLAND COUNTY HEALTH DEPT,JACOBUS CENTER FOR REPRODUCTIVE HEALTH,60 CENTRAL AVENUE,,CORTLAND,NY,13045,
STD-NY,,,STD145104,20706,STD,TRUE,1/1/1998,,,2/15/2014 0:00,,,LIVINGSTON COUNTY DEPT. OF HEALTH,,2 MURRY HILL DRIVE,,MT. MORRIS,NY,14510,
STD-NY,,,STD120688,20885,STD,TRUE,1/1/1998,,,2/11/2014 0:00,,,MONTGOMERY COUNTY HEALTH DEPT,,COUNTY ANNEX BUILDING,20 PARK ST,FONDA,NY,12068,
STD-NY,,,STD109703,21074,STD,TRUE,1/1/1998,,,2/11/2014 0:00,,,ROCKLAND COUNTY HEALTH DEPT,,50 SANATORIUM ROAD,BUILDING D,POMONA,NY,10970,
STD-NY,,,STD121800,21499,STD,TRUE,1/1/1998,,,3/7/2014 0:00,,,RENSSELAER COUNTY DEPT OF HEALTH,,1600 7TH AVENUE,2ND FLOOR,TROY,NY,12180,
STD-NY-NYC,,,STD100133,21646,STD,TRUE,1/1/2003,,,2/11/2014 0:00,,,NEW YORK CITY DEPARTMENT OF HEALTH & MENTAL HYGIENE,,"42-09 28th St., 20th Floor",Long Island City,Queens,NY,11101,8400
STD-NY,,,STD10801,21750,STD,TRUE,1/1/2003,,,2/27/2014 0:00,,,WESTCHESTER COUNTY DEPARTMENT OF HEALTH,,145 HUGUENOT STREET,7TH FLOOR,NEW ROCHELLE,NY,10801,
STD-NY,,,STD11590,22087,STD,TRUE,7/1/2004,,,2/10/2014 0:00,,,NEW CASSEL - WESTBURY COMMUNITY HEALTH CENTER,,682 UNION AVENUE,,WESTBURY,NY,11590,
STD-NY,,,STD10509,22094,STD,TRUE,1/1/2004,,,3/3/2014 0:00,,,PUTNAM COUNTY DEPARTMENT OF HEALTH,,1 GENEVA ROAD,,BREWSTER,NY,10509,
STD-NY,,,STD130219,22136,STD,TRUE,1/1/1998,,,3/7/2014 0:00,,,CAYUGA COUNTY HEALTH DEPT,EAST HILL FAMILY MEDICAL CENTER,144 GENESSE STREET,SUITE 201,AUBURN,NY,13021,
STD-NY,,,STD12237,22151,STD,TRUE,4/1/2006,,,3/6/2014 0:00,,,NEW YORK STATE BUREAU OF STD PREVENTION AND EPIDEMIOLOGY,CORNING TOWER,ROOM 536,EMPIRE STATE PLAZA,ALBANY,NY,12237,0670
STD-NY,,,STD133672,23564,STD,TRUE,1/1/1998,,,2/15/2014 0:00,,,LEWIS CO PUBLIC HEALTH AGENCY,,7785 N STATE STREET,,LOWVILLE,NY,13367,
,,,STD11980,42396,STD,TRUE,7/1/2014,,,,,,Suffolk County Department of Health,Jail Medical Unit,Suffolk County Correctional Facility-Medical Unit,Yaphank Avenue,Yaphank,NY,11980,
