Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-MD,,,STD218718,12141,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,SOMERSET COUNTY HEALTH DEPARTMENT,,7920 CRISFIELD HIGHWAY,,WESTOVER,MD,21871,
STD-MD,,,STD20695,12874,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,CHARLES COUNTY DEPARTMENT OF HEALTH,,4545 CRAIN HIGHWAY,,WHITE PLAINS,MD,20695,1050
STD-MD,,,STD21617,13202,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,QUEEN ANNE'S COUNTY HEALTH DEPARTMENT,,206 NORTH COMMERCE STREET,,CENTREVILLE,MD,21617,
STD-MD,,,STD21014,13782,STD,TRUE,1/1/2001,,,2/25/2014 0:00,,,HARFORD COUNTY HEALTH DEPARTMENT,,1321 WOODBRIDGE STATION WAY,,EDGEWOOD,MD,21040,
STD-MD,,,STD20902,16149,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,MONTGOMERY COUNTY HEALTH DEPARTMENT,,2000 DENNIS AVENUE,ROOM 107,SILVER SPRING,MD,20902,
STD-MD,,,STD21158,16330,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,CARROLL COUNTY HEALTH DEPARTMENT,,290 S CENTER STREET,,WESTMINSTER,MD,21157,0845
STD-MD,,,STD20678,18072,STD,TRUE,1/1/2001,,,2/26/2014 0:00,,,CALVERT COUNTY HEALTH DEPARTMENT,,975 SOLOMONS ISLAND ROAD N.,,PRINCE FREDERICK,MD,20678,
STD-MD-BALT,,,STD21201,19824,STD,TRUE,1/1/2004,,,3/13/2014 0:00,,,BALTIMORE CITY HEALTH DEPARTMENT,CENTRAL OFFICE,1001 EAST FAYETTE STREET.,,BALTIMORE,MD,21202,
STD-MD,,,STD21629,20483,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,CAROLINE COUNTY HEALTH DEPARTMENT,,403 SOUTH 7TH STREET,,DENTON,MD,21629,
STD-MD,,,STD212041,21572,STD,TRUE,1/1/2001,,,2/27/2014 0:00,,,BALTIMORE COUNTY HEALTH DEPARTMENT,,9100 Franklin Square Drive,Distribution Center - 3rd Floor,Rosedale,MD,21237,
STD-MD,,,STD218017,21766,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,WICOMICO COUNTY HEALTH DEPARTMENT,,108 EAST MAIN STREET,,SALISBURY,MD,21801,
STD-MD,,,STD216133,22129,STD,TRUE,4/1/1996,,,2/24/2014 0:00,,,DORCHESTER COUNTY HEALTH DEPARTMENT,,3 CEDAR STREET,,CAMBRIDGE,MD,21613,
STD-MD,,,STD21401,22271,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,ANNE ARUNDEL COUNTY HEALTH DEPARTMENT,DEPARTMENT OF HEALTH ANNEX,1 HARRY S. TRUMAN PARKWAY,"SUITE 200, MS 3103",ANNAPOLIS,MD,21401,
STD-MD,,,STD21601,22795,STD,TRUE,1/1/2001,,,2/24/2014 0:00,,,TALBOT COUNTY HEALTH DEPTARTMENT,,100 SOUTH HANSON STREET,,EASTON,MD,21601,
STD-MD-BALT,,,STD21217,22880,STD,TRUE,1/1/1998,,,3/2/2014 0:00,,,DRUID STD CLINIC,,1515 W NORTH AVE,2ND FLOOR,BALTIMORE,MD,21217,
