Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-GA,,,STD31021,5351,STD,TRUE,1/1/2000,,,2/21/2014 0:00,,,LAURENS COUNTY HEALTH DEPARTMENT,District 5-1,2121 BELLEVUE ROAD,,DUBLIN,GA,31021,
STD-GA,,,STD31088,5726,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,HOUSTON COUNTY HEALTH DEPARTMENT,DISTRICT 5-2,98 COHEN WALKER DRIVE,,WARNER ROBBINS,GA,31088,
STD-GA,,,STD31321,5944,STD,TRUE,1/1/2000,,,3/3/2014 0:00,,,BRYAN COUNTY HEALTH DEPARTMENT,District 9-1,430 LEDFORD STREET,,PEMBROKE,GA,31321,
STD-GA,,,STD30453,6229,STD,TRUE,4/1/2014,,,,,,TATTNALL COUNTY HEALTH DEPARTMENT (132-01),DISTRICT 9-2,200B SOUTH MAIN STREET,,REIDSVILLE,GA,30453,4602
STD-GA,,,STD30153,6326,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,POLK COUNTY HEALTH DEPARTMENT,DISTRICT 1-1,320 WATER STREET,,ROCKMART,GA,30153,
STD-GA,,,STD31750,6429,STD,TRUE,1/1/2000,,,3/7/2014 0:00,,,BEN HILL COUNTY HEALTH DEPARTMENT,DISTRICT 8-1,251 APPOMATTOX RD,,FITZGERALD,GA,31750,
STD-GA,,,STD30655,6542,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,WALTON COUNTY HEALTH DEPARTMENT,DISTRICT 10,1404 S MADISON AVENUE,,MONROE,GA,30655,
STD-GA,,,STD31737,6738,STD,TRUE,1/1/2000,,,3/7/2014 0:00,,,MILLER COUNTY HEALTH DEPARTMENT,DISTRICT 8-2,250 WEST PINE STREET,,COLQUITT,GA,39837,
STD-GA,,,STD30512,6872,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,UNION COUNTY HEALTH DEPARTMENT,District 2,67 CHASE DRIVE,,BLAIRSVILLE,GA,30512,
STD-GA,,,STD30633,6974,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,MADISON COUNTY HEALTH DEPARTMENT,DISTRICT 10,1424 HWY 98 W,,DANIELSVILLE,GA,30633,
STD-GA,,,STD30501,7187,STD,TRUE,1/1/2001,,,2/26/2014 0:00,,,HALL COUNTY HEALTH DEPARTMENT,,1280 ATHENS STREET,,GAINESVILLE,GA,30507,
STD-GA,,,STD30458,7443,STD,TRUE,1/1/2000,,,2/27/2014 0:00,,,BULLOCH COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,1 W. ALTMAN ST.,,STATESBORO,GA,30458,5212
STD-GA,,,STD31806,7656,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,SCHLEY COUNTY HEALTH DEPARTMENT,DISTRICT 7,45 W. OGLETHORPE STREET SUITE B,,ELLAVILLE,GA,31806,
STD-GA,,,STD31709,7830,STD,TRUE,1/1/2000,,,3/3/2014 0:00,,,SUMTER COUNTY HEALTH DEPARTMENT,DISTRICT 7,1601 North MLK Jr. BLVD Suite 100,,AMERICUS,GA,31719,
STD-GA,,,STD31648,7860,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,ECHOLS COUNTY HEALTH DEPARTMENT,DISTRICT 8-1,149 HWY 94 EAST,,STATENVILLE,GA,31648,
STD-GA,,,STD31087,7895,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,HANCOCK COUNTY HEALTH DEPARTMENT,DISTRICT 5-2,516 BOLAND STREET,,SPARTA,GA,31087,
STD-GA,,,STD30549,8208,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,JACKSON COUNTY HEALTH DEPARTMENT- JEFFERSON HEALTH CLINIC,DISTRICT 10,341 GENERAL JACKSON DR,,JEFFERSON,GA,30549,
STD-GA,,,STD30417,8399,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,EVANS COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,4 N. NEWTON STREET,,CLAXTON,GA,30417,
STD-GA,,,STD30132,8670,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,PAULDING COUNTY HEALTH DEPARTMENT,DISTRICT 1-1,451 JIMMY CAMPBELL PKWY.,,DALLAS,GA,30132,
STD-GA,,,STD31501,8696,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,WARE COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,604 RIVERSIDE AVENUE,,WAYCROSS,GA,31501,5393
STD-GA,,,STD301657,8787,STD,TRUE,10/1/1994,,,2/25/2014 0:00,,,NORTH GEORGIA HEALTH DISTRICT,GEORGIA PUBLIC HEALTH DISTRICT 1-2,100 WEST WALNUT AVENUE,SUITE 108,DALTON,GA,30720,
STD-GA,,,STD30752,8811,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,DADE COUNTY HEALTH DEPARTMENT,DISTRICT 1-1,"71 CASE AVENUE, SUITE H-100",,TRENTON,GA,30752,
STD-GA,,,STD30577,8832,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,STEPHENS COUNTY HEALTH DEPARTMENT,DISTRICT 2,64 N. BOULEVARD,SUITE 102,TOCCOA,GA,30577,
STD-GA,,,STD31730,8885,STD,TRUE,1/1/2011,,,3/6/2014 0:00,,,MITCHELL COUNTY HEALTH DEPARTMENT,District 8-2,88 WEST OAKLAND AVENUE,,CAMILLA,GA,31730,
STD-GA,,,STD31096,8978,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,JOHNSON COUNTY HEALTH DEPARTMENT,DISTRICT 5-1,82 HILTON HOLTON STREET,,WRIGHTSVILLE,GA,31096,
STD-GA,,,STD30217,9111,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,HEARD COUNTY HEALTH DEPARTMENT,DISTRICT 4,1191 FRANKLIN PARKWAY,,FRANKLIN,GA,30217,
STD-GA,,,STD31092,9185,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,DOOLY COUNTY HEALTH DEPARTMENT,District 7-0,204 WEST UNION STREET,,VIENNA,GA,31092,
STD-GA,,,STD30642,9389,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,GREENE COUNTY HEALTH DEPARTMENT,DISTRICT 10,1031 APALACHEE AVE.,,GREENSBORO,GA,30642,2710
STD-GA,,,STD31635,9555,STD,TRUE,1/1/2000,,,3/14/2014 0:00,,,LANIER COUNTY HEALTH DEPARTMENT,DISTRICT 8-1,53 W. MURRELL STREET,,LAKELAND,GA,31635,
STD-GA,,,STD31036,9603,STD,TRUE,1/1/2000,,,3/13/2014 0:00,,,PULASKI COUNTY HEALTH DEPARTMENT,DISTRICT 5-1,81 N. LUMPKIN STREET,,HAWKINSVILLE,GA,31036,
STD-GA,,,STD30222,9709,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,MERIWETHER COUNTY HEALTH DEPARTMENT,District 4,51 GAY CONNECTOR,,GREENVILLE,GA,30222,
STD-GA,,,STD31620,9738,STD,TRUE,1/1/2000,,,3/3/2014 0:00,,,COOK COUNTY HEALTH DEPARTMENT,DISTRICT 8-1,204 N. PARRISH AVE.,,ADEL,GA,31620,
STD-GA,,,STD30436,9959,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,TOOMBS COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,714 N WEST BROAD STREET,,LYONS,GA,30436,
STD-GA,,,STD30677,10041,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,OCONEE COUNTY HEALTH DEPARTMENT,DISTRICT 10,1060 EXPERIMENT STATION ROAD,,WATKINSVILLE,GA,30677,
STD-GA,,,STD31642,10231,STD,TRUE,1/1/2000,,,3/7/2014 0:00,,,ATKINSON COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,461 Albany Ave. East,,PEARSON,GA,31642,
STD-GA,,,STD30115,10252,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,CHEROKEE COUNTY HEALTH DEPARTMENT,District 1-2,1219 UNIVETER ROAD,,CANTON,GA,30114,
STD-GA,,,STD30143,10303,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,PICKENS COUNTY HEALTH DEPARTMENT,District 1-2,60 HEALTH WAY,,JASPER,GA,30143,
STD-GA,,,STD309095,10720,STD,TRUE,10/1/1994,,,3/2/2014 0:00,,,DEPARTMENT OF PUBLIC HEALTH DISTRICT 6,EAST CENTRAL HEALTH DISTRICT,1916 NORTH LEG RD,BLDG G,AUGUSTA,GA,30909,
STD-GA,,,STD304012,11095,STD,TRUE,1/1/2005,,,2/25/2014 0:00,,,EMANUEL COUNTY HEALTH DEPARTMENT- TWIN CITY,SATELLITE 2,503 SOUTH RAILROAD AVENUE,,TWIN CITY,GA,30471,
STD-GA,,,STD30521,11123,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,FRANKLIN COUNTY HEALTH DEPARTMENT,DISTRICT 2,6955 GA. HWY 145 SOUTH,,CARNESVILLE,GA,30521,
STD-GA,,,STD31032,11228,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,JONES COUNTY HEALTH DEPARMENT,DISTRICT 5-2,114 FOREST STREET,,GRAY,GA,31032,
STD-GA,,,STD31068,11400,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,MACON COUNTY HEALTH DEPARTMENT,DISTRICT 7,110 CHATHAM STREET,,OGLETHORPE,GA,31068,
STD-GA,,,STD31754,11563,STD,TRUE,1/1/2000,,,3/4/2014 0:00,,,QUITMAN COUNTY HEALTH DEPARTMENT,DISTRICT 7,105 MAIN STREET,,GEORGETOWN,GA,39854,
STD-GA,,,STD30720,11569,STD,TRUE,1/1/2001,,,3/6/2014 0:00,,,DPH DISTRICT 1 UNIT 2-NORTH GEORGIA,WHITFIELD COUNTY HEALTH DEPARTMENT,808 PROFESSIONAL BLVD.,,DALTON,GA,30720,
STD-GA,,,STD30233,11624,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,BUTTS COUNTY HEALTH DEPARTMENT,,463 ERNEST BILES DRIVE,SUITE A,JACKSON,GA,30233,
STD-GA,,,STD314068,11867,STD,TRUE,1/1/1997,,,2/24/2014 0:00,,,CHATHAM COUNTY HEALTH DEPARTMENT,DHR DISTR 9-1 (CHATHAM CO),1395 EISENHOWER DR,,SAVANNAH,GA,31406,
STD-GA,,,STD30513,12044,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,FANNIN COUNTY HEALTH DEPARTMENT,,95 OUIDA STREET,,BLUE RIDGE,GA,30513,
STD-GA,,,STD30529,12156,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,JACKSON COUNTY HEALTH DEPARTMENT,DISTRICT 10,623 S ELM ST,,COMMERCE,GA,30529,
STD-GA,,,STD31774,12195,STD,TRUE,1/1/2000,,,3/3/2014 0:00,,,IRWIN COUNTY HEALTH DEPARTMENT,DISTRICT 8-1,407 W. FOURTH ST.,,OCILLA,GA,31774,
STD-GA,,,STD31791,12238,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,WORTH COUNTY HEALTH DEPARTMENT,DISTRICT 8-2,1012 W. FRANKLIN STREET,,SYLVESTER,GA,31791,
STD-GA,,,STD300600,12301,STD,TRUE,1/1/1997,,,2/25/2014 0:00,,,GEORGIA DEPT OF PUBLIC HEALTH,DISTRICT 3 - 1,COBB COUNTY BOARD OF HEALTH,1650 COUNTY SERVICES PARKWAY,MARIETTA,GA,30008,
STD-GA,,,STD30113,12334,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,HARALSON COUNTY HEALTH DEPARTMENT,1-Jan,133 BUCHANNAN BY-PASS,,BUCHANAN,GA,30113,
STD-GA,,,STD31558,12429,STD,TRUE,1/1/2011,,,3/3/2014 0:00,,,ST. MARYS CLINIC,District 9-1,905 DILLWORTH STREET,,ST. MARYS,GA,31558,
STD-GA,,,STD30705,12460,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,MURRAY COUNTY HEALTH DEPARTMENT,District 1-2,709 OLD DALTON-ELLIJAY ROAD,,CHATSWORTH,GA,30705,
STD-GA,,,STD30214,12464,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,FAYETTE COUNTY HEALTH DEPARTMENT,District 4,140 W. STONEWALL AVENUE,STE 107,FAYETTEVILLE,GA,30214,
STD-GA,,,STD31006,12778,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,TAYLOR COUNTY HEALTH DEPARTMENT,DISTRICT 7,Highway 137 West,,BUTLER,GA,31006,
STD-GA,,,STD305462,12796,STD,TRUE,1/1/2001,,,2/26/2014 0:00,,,TOWNS COUNTY HEALTH DEPARTMENT,,1104 JACK DAYTON CIRCLE,,YOUNG HARRIS,GA,30582,
STD-GA,,,STD31533,12993,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,COFFEE COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,1111 W. BAKER HWY,,DOUGLAS,GA,31533,
STD-GA,,,STD31824,13172,STD,TRUE,1/1/2000,,,3/7/2014 0:00,,,WEBSTER COUNTY HEALTH DEPARTMENT,DISTRICT 7,6814 WASHINGTON STREET,,PRESTON,GA,31824,
STD-GA,,,STD31827,13582,STD,TRUE,1/1/2000,,,3/7/2014 0:00,,,TALBOT COUNTY HEALTH DEPARTMENT,DISTRICT 7,1073 WOODLAND HIGHWAY,,TALBOTTON,GA,31827,
STD-GA,,,STD31513,13686,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,APPLING COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,34 WALNUT STREET,,BAXLEY,GA,31513,
STD-GA,,,STD31042,13892,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,WILKINSON COUNTY HEALTH DEPARTMENT,DISTRICT 5-2,123 HIGH HILL STREET,,IRWINTON,GA,31042,
STD-GA,,,STD317061,13937,STD,TRUE,1/1/1997,,,3/3/2014 0:00,,,GEORGIA DEPT OF PUBLIC HEALTH DISTRICT 8-2,DISTRICT 8 UNIT 2,DOUGHERTY COUNTY HEALTH DEPARTMENT,1710 SOUTH SLAPPEY BLVD,ALBANY,GA,31701,3048
STD-GA,,,STD31742,14196,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,TERRELL COUNTY HEALTH DEPARTMENT,DISTRICT 8-2,"969 FORRESTER DRIVE, SE",,DAWSON,GA,39842,
STD-GA,,,STD30802,14212,STD,TRUE,1/1/2000,,,3/6/2014 0:00,,,COLUMBIA COUNTY HEALTH DEPARTMENT,District 5-2,1930 WILLIAM FEW PARKWAY,,GROVETOWN,GA,30813,
STD-GA,,,STD30817,14241,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,LINCOLN COUNTY HEALTH DEPARTMENT,DISTRICT 6,176 N. PEACHTREE STREET,,LINCOLNTON,GA,30817,
STD-GA,,,STD30130,14332,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,FORSYTH COUNTY HEALTH DEPARTMENT,District 2,428 CANTON HWY,,CUMMING,GA,30040,
STD-GA,,,STD315202,14360,STD,TRUE,1/1/2000,12,10/1/2014,2/26/2014 0:00,,,ELLIS CLINIC,GLYNN COUNTY HEALTH DEPT,1716 ELLIS STREET,,BRUNSWICK,GA,31520,
STD-GA,,,STD30648,14364,STD,TRUE,1/1/2000,,,3/10/2014 0:00,,,OGLETHORPE COUNTY HEALTH DEPARTMENT,DISTRICT 10,305 UNION POINT RD,,LEXINGTON,GA,30648,
STD-GA,,,STD31329,14545,STD,TRUE,1/1/2000,,,3/10/2014 0:00,,,EFFINGHAM COUNTY HEALTH DEPARTMENT,District 9-1,802 HIGHWAY 119-S,,SPRINGFIELD,GA,31329,
STD-GA,,,STD31778,14594,STD,TRUE,1/1/2011,,,3/6/2014 0:00,,,COLQUITT COUNTY HEALTH DEPARTMENT,District 8-2,214 WEST CENTRAL STREET,,MOULTRIE,GA,31768,
STD-GA,,,STD30631,14613,STD,TRUE,1/1/2000,,,2/25/2014 0:00,,,TALIAFERRO COUNTY HEALTH DEPARTMENT,District 6,"109 COMMERCE STREET, NW",,CRAWFORDVILLE,GA,30631,
STD-GA,,,STD31751,14653,STD,TRUE,1/1/2000,,,3/3/2014 0:00,,,CLAY COUNTY HEALTH DEPARTMENT,DISTRICT 7,147 WISLON STREET,,FORT GAINES,GA,39851,
STD-GA,,,STD30747,14725,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,CHATTOOGA COUNTY HEALTH DEPARTMENT,DISTRICT 1-1,60 FARRAR DRIVE,,SUMMERVILLE,GA,30747,
STD-GA,,,STD316014,14799,STD,TRUE,1/1/1997,,,3/6/2014 0:00,,,GEORGIA DEPT OF PUBLIC HEALTH,DHR DISTR 8 UNIT 1,325 WEST SAVANNAH AVENUE,,VALDOSTA,GA,31601,
STD-GA,,,STD30427,14831,STD,TRUE,1/1/2000,,,2/26/2014 0:00,,,TATTNALL COUNTY HEALTH DEPARTMENT,DISTRICT 9-2,1000 North Veterans Blvd.,,GLENNVILLE,GA,30427,
STD-GA,,,STD312010,14994,STD,TRUE,1/1/1997,,,2/24/2014 0:00,,,MACON-BIBB CO HEALTH DEPT,DISTRICT 5-2,171 EMERY HIGHWAY,,MACON,GA,31217,
STD-GA,,,STD30635,15118,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,ELBERT COUNTY HEALTH DEPARTMENT,DISTRICT 10,618 JONES STREET,,ELBERTON,GA,30635,
