Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-WA,,,STD989266,21383,STD,TRUE,1/1/2001,,,2/21/2014 0:00,,,KITTITAS COUNTY HEALTH DEPARTMENT,,507 NANUM ST,,ELLENSBURG,WA,98926,
STD-WA,,,STD981222,22314,STD,TRUE,10/17/2005,,,2/15/2014 0:00,,,PLANNED PARENTHOOD OF THE GREAT NORTHWEST,TACOMA HEALTH CENTER,1515 MARTIN LUTHER KING JR WAY,,TACOMA,WA,98405,
STD-WA,,,STD983622,22673,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,CLALLAM COUNTY HEALTH & HUMAN SERVICES,,223 E 4TH ST,,PORT ANGELES,WA,98362,
STD-WA,,,STD982506,22790,STD,TRUE,1/1/2001,,,2/11/2014 0:00,,,SAN JUAN COUNTY HEALTH DEPARTMENT,,145 RHONE STREET,,FRIDAY HARBOR,WA,98250,
STD-WA,,,STD982278,22913,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,WHATCOM COUNTY HEALTH DEPT,,1500 NORTH STATE ST,,BELLINGHAM,WA,98225,
STD-WA,,,STD9812214,23175,STD,TRUE,10/17/2005,,,2/15/2014 0:00,,,PLANNED PARENTHOOD OF THE GREAT NORTHWEST,LYNNWOOD HEALTH CENTER,19505 76TH AVENUE WEST,SUITE 200,LYNNWOOD,WA,98036,
STD-WA,,,STD98620,23272,STD,TRUE,1/1/2000,,,2/24/2014 0:00,,,KLICKITAT COUNTY HEALTH DEPT,,228 W. MAIN STREET,MS CH-14,GOLDENDALE,WA,98620,
STD-WA,,,STD99403,23452,STD,TRUE,1/1/2003,,,2/21/2014 0:00,,,ASOTIN COUNTY HEALTH DEPT,,431 ELM,,CLARKSTON,WA,99403,
STD-WA,,,STD98520,23479,STD,TRUE,1/1/2003,,,2/24/2014 0:00,,,GRAYS HARBOR HEALTH DEPT,,2109 SUMNER AVENUE,,ABERDEEN,WA,98520,
STD-WA,,,STD98631,24800,STD,TRUE,1/1/2012,,,2/24/2014 0:00,,,PACIFIC COUNTY HEALTH DEPARTMENT - LONG BEACH,,7013 SANDRIDGE ROAD,,LONG BEACH,WA,98631,
STD-WA,,,STD98648,24801,STD,TRUE,1/1/2012,,,2/24/2014 0:00,,,SKAMANIA COUNTY HEALTH DEPARTMENT,,710 SW ROCK CREEK DR,,STEVENSON,WA,98648,
STD-WA,,,STD98672,24807,STD,TRUE,1/1/2012,,,2/24/2014 0:00,,,KLICKITAT COUNTY HEALTH DEPARTMENT - WHITE SALMON,,501 NE WASHINGTON STREET,,WHITE SALMON,WA,98672,
STD-WA,,,STD99349,24879,STD,TRUE,1/1/2012,,,2/21/2014 0:00,,,MATTAWA COMMUNITY MEDICAL CLINIC,,210 GOVERNMENT RD,,MATTAWA,WA,99349,
STD-WA,,,STD98104,28885,STD,TRUE,10/1/2012,,,2/15/2014 0:00,,,PLANNED PARENTHOOD OF THE GREAT NORTHWEST,FIRST HILL HEALTH CENTER,1229 MADISON STREET,SUITE 1040,SEATTLE,WA,98104,
STD-WA,,,STD981048,28886,STD,TRUE,10/1/2012,,,2/15/2014 0:00,,,PLANNED PARENTHOOD OF THE GREAT NORTHWEST,ROOSEVELT HEALTH CENTER,5020 ROOSEVELT WAY NE,Suite 1,SEATTLE,WA,98105,
STD-WA,,,STD98002,35023,STD,TRUE,7/1/2013,,,2/24/2014 0:00,,,PUBLIC HEALTH SEATTLE & KING COUNTY,AUBURN PUBLIC HEALTH CENTER,"901 Auburn Way N, Suite A",,Auburn,WA,98002,
STD-WA,,,STD98056,35042,STD,TRUE,7/1/2013,,,2/24/2014 0:00,,,PUBLIC HEALTH SEATTLE & KING COUNTY,RENTON PUBLIC HEALTH CENTER,3001 NE 4th St,,Renton,WA,98056,
STD-WA,,,STD98118,35046,STD,TRUE,7/1/2013,,,2/24/2014 0:00,,,PUBLIC HEALTH SEATTLE & KING COUNTY,COLUMBIA PUBLIC HEALTH CENTER,4400 37th Ave S,,Seattle,WA,98118,
STD-WA,,,STD981060,35060,STD,TRUE,7/1/2013,,,3/4/2014 0:00,,,PUBLIC HEALTH SEATTLE & KING COUNTY,WHITE CENTER PUBLIC HEALTH CENTER,9942 8th Avenue SW,,Seattle,WA,98106,
STD-WA,,,STD980070,35065,STD,TRUE,7/1/2013,,,2/24/2014 0:00,,,PUBLIC HEALTH SEATTLE & KING COUNTY,EASTGATE PUBLIC HEALTH CENTER,14350 SE Eastgate Way,,Bellevue,WA,98007,
STD-WA,,,STD98003,35083,STD,TRUE,7/1/2013,,,2/24/2014 0:00,,,PUBLIC HEALTH SEATTLE & KING COUNTY,FEDERAL WAY PUBLIC HEALTH CENTER,33431 13th Place S,,Federal Way,WA,98003,
