Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
STD-SC,,,STD29461,13814,STD,TRUE,10/1/2003,,,2/11/2014 0:00,,,SC DHEC Lowcountry Region Berkeley Co Moncks Corner STD,SC DHEC Lowcountry Berkeley Co Moncks Corner Health Dept STD,109 W Main St,,Moncks Corner,SC,29461,
STD-SC,,,STD29488,13872,STD,TRUE,10/1/2003,,,2/19/2014 0:00,,,SC DHEC Lowcountry Region Colleton Co Walterboro STD,SC DHEC Lowcountry Colleton Co Walterboro Health Dept STD,219 S Lemacks St,,Walterboro,SC,29488,
STD-SC,,,STD29440,14174,STD,TRUE,10/1/2003,,,2/27/2014 0:00,,,SC DHEC Pee Dee Region Georgetown Co STD,SC DHEC Pee Dee Georgetown Co Health Dept STD,531 Lafayette Cir,,Georgetown,SC,29440,
STD-SC,,,STD29745,14591,STD,TRUE,10/1/2007,,,2/27/2014 0:00,,,SC DHEC Midlands Region York Co STD,SC DHEC Midlands York Co Health Dept STD,116 N Congress St,,York,SC,29745,
STD-SC,,,STD29532,15096,STD,TRUE,10/1/2003,,,3/2/2014 0:00,,,SC DHEC Pee Dee Region Darlington Co STD,SC DHEC Pee Dee Darlington Co Health Dept STD,305 Russell St,,Darlington,SC,29532,
STD-SC,,,STD29059,15109,STD,TRUE,1/1/2005,,,2/19/2014 0:00,,,SC DHEC Lowcountry Region Orangeburg Co Holly Hill STD,SC DHEC Lowcountry Orangeburg Co Holly Hill Health Dept STD,8423 Old State Road,,Holly Hill,SC,29059,
STD-SC,,,STD29566,15328,STD,TRUE,10/1/2007,,,2/27/2014 0:00,,,SC DHEC Pee Dee Region Horry Co Stephens Crossroads STD,SC DHEC Pee Dee Horry Co Stephens Crossroads Health Dept STD,107 Hwy 57 North,,Little River,SC,29566,
STD-SC,,,STD292015,15497,STD,TRUE,7/1/1995,,,2/11/2014 0:00,,,SC DHEC CENTRAL OFFICE,SC DHEC Division of STD/HIV,2100 Bull St,,Columbia,SC,29201,
STD-SC,,,STD29706,17176,STD,TRUE,10/1/2003,,,2/19/2014 0:00,,,SC DHEC Midlands Region Chester Co STD,SC DHEC Midlands Chester Co Health Dept STD,129 Wylie St,,Chester,SC,29706,
STD-SC,,,STD29010,17950,STD,TRUE,10/1/2003,,,3/2/2014 0:00,,,SC DHEC Pee Dee Region Lee Co Bishopville STD,SC DHEC Pee Dee Lee Co Bishopville Health Dept STD,810 Brown St,,Bishopville,SC,29010,
STD-SC,,,STD29204,17955,STD,TRUE,10/1/2003,,,2/19/2014 0:00,,,SC DHEC Midlands Region Richland Co Columbia STD,SC DHEC Midlands Richland Co Columbia Health Dept STD,2000 Hampton St,,Columbia,SC,29204,
STD-SC,,,STD29406,18289,STD,TRUE,10/1/2007,,,2/19/2014 0:00,,,SC DHEC Lowcountry Region Charleston Co Northwoods STD,SC DHEC Lowcountry Charleston Co Northwoods Health Dept STD,2070 Northbrook Blvd,Ste A20,North Charleston,SC,29406,
STD-SC,,,STD29464,19020,STD,TRUE,10/1/2007,,,2/19/2014 0:00,,,SC DHEC Lowcountry Region Charleston Co Mt Pleasant STD,SC DHEC Lowcountry Charleston Co Mt Pleasant Health Dept STD,1189 Sweetgrass Basket Pkwy,Ste 100,Mount Pleasant,SC,29464,
STD-SC,,,STD29405,19136,STD,TRUE,10/1/2003,,,2/19/2014 0:00,,,SC DHEC Lowcountry Region Charleston Co Bridge View Dr STD,SC DHEC Lowcountry Charleston Co Bridge View Dr Health Dept STD,4050 Bridge View Dr,Ste 900 - Supply,North Charleston,SC,29405,
STD-SC,,,STD29303,19700,STD,TRUE,10/1/2007,,,3/2/2014 0:00,,,SC DHEC Upstate Region Spartanburg Co STD,SC DHEC Upstate Spartanburg Co Health Dept STD,151 E Wood St,,Spartanburg,SC,29303,
STD-SC,,,STD29646,20026,STD,TRUE,10/1/2003,,,2/27/2014 0:00,,,SC DHEC Upstate Region Greenwood Co STD,SC DHEC Upstate Greenwood Co Health Dept STD,1736 S Main St,,Greenwood,SC,29646,
STD-SC,,,STD29801,20352,STD,TRUE,10/1/2003,,,2/19/2014 0:00,,,SC DHEC Midlands Region Aiken Co STD,SC DHEC Midlands Aiken Co Health Dept STD,222 Beaufort St NE,,Aiken,SC,29801,
STD-SC,,,STD29342,20376,STD,TRUE,10/1/2003,,,3/2/2014 0:00,,,SC DHEC Upstate Region Cherokee Co Gaffney STD,SC DHEC Upstate Cherokee Co Gaffney Health Dept STD,400 S Logan St,,Gaffney,SC,29341,
STD-SC,,,STD29671,20607,STD,TRUE,10/1/2003,,,2/27/2014 0:00,,,SC DHEC Upstate Region Pickens Co STD,SC DHEC Upstate Pickens Co Health Dept STD,200 McDaniel Ave,,Pickens,SC,29671,
STD-SC,,,STD29602,20631,STD,TRUE,10/1/2003,,,2/27/2014 0:00,,,SC DHEC Upstate Region Greenville Co STD,SC DHEC Upstate Greenville Co Health Dept STD,200 University Ridge,,Greenville,SC,29601,
STD-SC,,,STD29574,21036,STD,TRUE,10/1/2003,,,2/27/2014 0:00,,,SC DHEC Pee Dee Region Marion Co Mullins STD,SC DHEC Pee Dee Marion Co Mullins Health Dept STD,206 Airport Ct,Ste B,Mullins,SC,29574,
STD-SC,,,STD29020,21843,STD,TRUE,10/1/2003,,,2/19/2014 0:00,,,SC DHEC Midlands Region Kershaw Co Camden STD,SC DHEC Midlands Kershaw Co Camden Health Dept STD,1116 Church St,,Camden,SC,29020,
STD-SC,,,STD29732,22037,STD,TRUE,10/1/2003,,,2/27/2014 0:00,,,SC DHEC Midlands Region York Co Rock Hill STD,SC DHEC Midlands York Co Rock Hill Health Dept STD,1070 Heckle Blvd,,Rock Hill,SC,29732,
STD-SC,,,STD29003,22890,STD,TRUE,10/1/2003,,,2/11/2014 0:00,,,SC DHEC Lowcountry Region Bamberg Co STD,SC DHEC Lowcountry Bamberg Co Health Dept STD,370 Log Branch Rd,,Bamberg,SC,29003,
STD-SC,,,STD29536,23429,STD,TRUE,10/1/2003,,,3/2/2014 0:00,,,SC DHEC Pee Dee Region Dillon Co STD,SC DHEC Pee Dee Dillon Co Health Dept STD,201 W Hampton St,,Dillon,SC,29536,
STD-SC,,,STD29445,30360,STD,TRUE,10/1/2012,,,2/19/2014 0:00,,,SC DHEC Lowcountry Region Charleston Co Johns Island STD,SC DHEC Lowcountry Charleston Co Johns Island Health Dept STD,3574 Maybank Hwy,,Johns Island,SC,29455,
STD-SC,,,STD29455,30362,STD,TRUE,10/1/2012,,,2/11/2014 0:00,,,SC DHEC Lowcountry Region Berkeley Co Goose Creek STD,SC DHEC Lowcountry Berkeley Co Goose Creek Health Dept STD,106 Westview Dr,,Goose Creek,SC,29445,
1H25PS004378-01,,,STD292031,41889,STD,TRUE,7/1/2014,12,10/1/2014,,,,SC DHEC Midlands Region Richland Co The Point at Eau Claire STD,SC DHEC Midlands Richland Co The Point at Eau Claire Health Dept STD,4419 Fair St,,Columbia,SC,29203,
1H25PS004378-01.,,,STD29203,42368,STD,TRUE,7/1/2014,,,,,,SC DHEC Midlands Region Richland Co The Point at Eau Claire (Monticello) STD,SC DHEC Midlands Richland Co The Point at Eau Claire Health Dept (Monticello) STD,4801 Monticello Rd,,Columbia,SC,29203,
